id	choice_key	dilemma_key	payload_key	value	target_key
196848	SECOND	sm0_rd_wh_main_sc_vmp_vampire_counts_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196849	THIRD	sm0_rd_wh_main_sc_vmp_vampire_counts_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196850	FOURTH	sm0_rd_wh_main_sc_vmp_vampire_counts_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196851	FIRST	sm0_rd_mixer_teb_southern_realms_1	TEXT_DISPLAY	LOOKUP[rd_first]	default
196852	FIRST	sm0_rd_mixer_teb_southern_realms_1	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196853	SECOND	sm0_rd_mixer_teb_southern_realms_1	TEXT_DISPLAY	LOOKUP[rd_second]	default
196854	THIRD	sm0_rd_mixer_teb_southern_realms_1	TEXT_DISPLAY	LOOKUP[rd_third]	default
196855	FOURTH	sm0_rd_mixer_teb_southern_realms_1	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196856	FIRST	sm0_rd_mixer_teb_southern_realms_2	TEXT_DISPLAY	LOOKUP[rd_first]	default
196857	FIRST	sm0_rd_mixer_teb_southern_realms_2	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196858	SECOND	sm0_rd_mixer_teb_southern_realms_2	TEXT_DISPLAY	LOOKUP[rd_second]	default
196859	THIRD	sm0_rd_mixer_teb_southern_realms_2	TEXT_DISPLAY	LOOKUP[rd_third]	default
196860	FOURTH	sm0_rd_mixer_teb_southern_realms_2	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196861	FIRST	sm0_rd_mixer_teb_southern_realms_3	TEXT_DISPLAY	LOOKUP[rd_first]	default
196862	FIRST	sm0_rd_mixer_teb_southern_realms_3	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196863	SECOND	sm0_rd_mixer_teb_southern_realms_3	TEXT_DISPLAY	LOOKUP[rd_second]	default
196864	THIRD	sm0_rd_mixer_teb_southern_realms_3	TEXT_DISPLAY	LOOKUP[rd_third]	default
196865	FOURTH	sm0_rd_mixer_teb_southern_realms_3	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196866	FIRST	sm0_rd_mixer_teb_southern_realms_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
196867	FIRST	sm0_rd_mixer_teb_southern_realms_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196868	SECOND	sm0_rd_mixer_teb_southern_realms_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
196869	THIRD	sm0_rd_mixer_teb_southern_realms_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
196870	FOURTH	sm0_rd_mixer_teb_southern_realms_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196871	FIRST	sm0_rd_mixer_teb_southern_realms_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196872	FIRST	sm0_rd_mixer_teb_southern_realms_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196873	SECOND	sm0_rd_mixer_teb_southern_realms_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196874	THIRD	sm0_rd_mixer_teb_southern_realms_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196875	FOURTH	sm0_rd_mixer_teb_southern_realms_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196876	FIRST	sm0_rd_mixer_teb_southern_realms_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196877	FIRST	sm0_rd_mixer_teb_southern_realms_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196878	SECOND	sm0_rd_mixer_teb_southern_realms_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196879	THIRD	sm0_rd_mixer_teb_southern_realms_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196880	FOURTH	sm0_rd_mixer_teb_southern_realms_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196881	FIRST	sm0_rd_mixer_teb_southern_realms_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196882	FIRST	sm0_rd_mixer_teb_southern_realms_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196883	SECOND	sm0_rd_mixer_teb_southern_realms_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196884	THIRD	sm0_rd_mixer_teb_southern_realms_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196885	FOURTH	sm0_rd_mixer_teb_southern_realms_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196886	FIRST	sm0_rd_mixer_teb_southern_realms_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196887	FIRST	sm0_rd_mixer_teb_southern_realms_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196888	SECOND	sm0_rd_mixer_teb_southern_realms_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196889	THIRD	sm0_rd_mixer_teb_southern_realms_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196890	FOURTH	sm0_rd_mixer_teb_southern_realms_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196891	FIRST	sm0_rd_mixer_teb_southern_realms_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196892	FIRST	sm0_rd_mixer_teb_southern_realms_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196893	SECOND	sm0_rd_mixer_teb_southern_realms_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196894	THIRD	sm0_rd_mixer_teb_southern_realms_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196895	FOURTH	sm0_rd_mixer_teb_southern_realms_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196896	FIRST	sm0_rd_mixer_teb_southern_realms_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196897	FIRST	sm0_rd_mixer_teb_southern_realms_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196898	SECOND	sm0_rd_mixer_teb_southern_realms_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196899	THIRD	sm0_rd_mixer_teb_southern_realms_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196900	FOURTH	sm0_rd_mixer_teb_southern_realms_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196901	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_1	TEXT_DISPLAY	LOOKUP[rd_first]	default
196902	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_1	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196903	SECOND	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_1	TEXT_DISPLAY	LOOKUP[rd_second]	default
196904	THIRD	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_1	TEXT_DISPLAY	LOOKUP[rd_third]	default
196905	FOURTH	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_1	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196906	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_2	TEXT_DISPLAY	LOOKUP[rd_first]	default
196907	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_2	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196908	SECOND	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_2	TEXT_DISPLAY	LOOKUP[rd_second]	default
196909	THIRD	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_2	TEXT_DISPLAY	LOOKUP[rd_third]	default
196910	FOURTH	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_2	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196911	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_3	TEXT_DISPLAY	LOOKUP[rd_first]	default
196912	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_3	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196913	SECOND	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_3	TEXT_DISPLAY	LOOKUP[rd_second]	default
196914	THIRD	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_3	TEXT_DISPLAY	LOOKUP[rd_third]	default
196915	FOURTH	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_3	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196916	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
196917	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196918	SECOND	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
196919	THIRD	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
196920	FOURTH	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196921	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196922	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196923	SECOND	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196924	THIRD	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196925	FOURTH	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196926	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196927	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196928	SECOND	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196929	THIRD	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196930	FOURTH	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196931	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196932	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196933	SECOND	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196934	THIRD	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196935	FOURTH	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196936	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196937	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196938	SECOND	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196939	THIRD	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196940	FOURTH	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196941	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196942	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196943	SECOND	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196944	THIRD	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196945	FOURTH	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196946	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196947	FIRST	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196948	SECOND	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196949	THIRD	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196950	FOURTH	sm0_rd_wh3_dlc23_sc_chd_chaos_dwarfs_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
